File,LipidClass,LipidSpecies,Adduct,Label,CCS
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 49:2,[M+Na],light,311.33
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 49:2,[M+NH4],heavy,312.15
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 49:2,[M+Na],heavy,311.31
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 49:3,[M+NH4],light,311.92
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 49:3,[M+Na],light,310.26
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 49:3,[M+Na],heavy,309.15
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 50:2,[M+NH4],light,316.7
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 50:2,[M+NH4],heavy,318.03
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 50:3,[M+NH4],light,314
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 50:3,[M+Na],light,313.16
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 50:3,[M+NH4],heavy,314.52
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 50:3,[M+Na],heavy,314.49
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 50:4,[M+NH4],light,311.84
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 50:4,[M+Na],light,311.27
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 50:4,[M+NH4],heavy,311.82
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 50:4,[M+Na],heavy,311.25
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 50:5,[M+NH4],light,312.13
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 50:5,[M+Na],light,309.38
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 50:5,[M+NH4],heavy,311.02
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 50:5,[M+Na],heavy,308.28
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 51:2,[M+NH4],light,320.14
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 51:2,[M+NH4],heavy,320.39
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 51:3,[M+NH4],light,317.99
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 51:3,[M+Na],light,317.15
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 51:3,[M+NH4],heavy,319.86
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 51:3,[M+Na],heavy,318.75
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 51:4,[M+NH4],light,315.83
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 51:4,[M+Na],light,314.72
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 51:4,[M+NH4],heavy,316.89
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 51:4,[M+Na],heavy,315.51
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 51:5,[M+NH4],heavy,312.84
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 51:5,[M+Na],heavy,313.35
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 52:2,[M+NH4],heavy,324.09
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 52:2,[M+Na],heavy,321.1
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 52:3,[M+NH4],light,321.7
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 52:3,[M+NH4],heavy,320.32
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 52:3,[M+Na],heavy,319.75
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 52:4,[M+NH4],light,317.65
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 52:4,[M+Na],light,315.45
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 52:4,[M+NH4],heavy,320.06
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 52:4,[M+Na],heavy,317.87
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 52:5,[M+NH4],light,315.22
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 52:5,[M+Na],light,314.65
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 52:5,[M+NH4],heavy,317.09
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 52:5,[M+Na],heavy,316.53
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 52:6,[M+NH4],light,313.6
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 52:6,[M+Na],light,313.85
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 52:6,[M+NH4],heavy,313.85
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 52:6,[M+Na],heavy,314.37
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 52:7,[M+NH4],light,309.54
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 52:7,[M+Na],light,311.15
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 52:7,[M+NH4],heavy,311.97
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 52:7,[M+Na],heavy,309.77
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 52:8,[M+NH4],light,308.2
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 52:8,[M+Na],light,308.17
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 52:8,[M+NH4],heavy,310.08
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 52:8,[M+Na],heavy,308.97
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 53:3,[M+NH4],light,322.7
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 53:3,[M+Na],light,323.76
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 53:3,[M+NH4],heavy,325.11
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 53:3,[M+Na],heavy,321.84
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 53:4,[M+NH4],light,321.36
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 53:4,[M+Na],light,319.98
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 53:4,[M+NH4],heavy,322.96
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 53:4,[M+Na],heavy,319.42
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 53:5,[M+NH4],light,319.21
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 53:5,[M+Na],light,317.83
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 53:5,[M+NH4],heavy,318.64
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 53:5,[M+Na],heavy,318.89
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 53:6,[M+NH4],light,316.78
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 53:6,[M+Na],light,317.02
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 53:6,[M+NH4],heavy,319.73
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 53:6,[M+Na],heavy,318.9
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 53:7,[M+NH4],light,312.72
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 53:7,[M+Na],light,315.95
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 53:7,[M+NH4],heavy,316.23
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 53:7,[M+Na],heavy,314.58
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 53:8,[M+NH4],light,312.19
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 53:8,[M+Na],light,310.54
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 53:8,[M+NH4],heavy,312.99
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 53:8,[M+Na],heavy,312.69
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:2,[M+NH4],heavy,329.88
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:2,[M+Na],heavy,330.13
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:3,[M+NH4],light,326.68
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:3,[M+Na],light,323.68
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:3,[M+NH4],heavy,327.46
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:3,[M+Na],heavy,325.01
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:4,[M+NH4],light,322.37
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:4,[M+Na],light,322.88
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:4,[M+NH4],heavy,325.85
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:4,[M+Na],heavy,323.94
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:5,[M+NH4],light,323.46
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:5,[M+Na],light,319.92
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:5,[M+NH4],heavy,324.25
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:5,[M+Na],heavy,323.14
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:6,[M+NH4],light,318.87
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:6,[M+Na],light,320.2
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:6,[M+NH4],heavy,321.82
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:6,[M+Na],heavy,321.8
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:7,[M+NH4],light,318.34
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:7,[M+Na],light,316.96
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:7,[M+NH4],heavy,319.67
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:7,[M+Na],heavy,318.3
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:8,[M+NH4],light,316.45
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:8,[M+Na],light,313.99
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:8,[M+NH4],heavy,315.35
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:8,[M+Na],heavy,315.6
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:9,[M+NH4],light,311.59
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:9,[M+Na],light,311.29
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:9,[M+NH4],heavy,313.47
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 54:9,[M+Na],heavy,313.17
